"Time [ms]","Size [B]","Used [B]"
"2:51:03.546 PM, Sep 25, 2022","100,663,328","21,627,808"
"2:51:04.546 PM, Sep 25, 2022","100,663,328","21,627,808"
"2:51:05.546 PM, Sep 25, 2022","100,663,328","21,627,808"
"2:51:06.547 PM, Sep 25, 2022","100,663,328","21,627,808"
"2:51:07.547 PM, Sep 25, 2022","100,663,328","21,627,808"
"2:51:08.547 PM, Sep 25, 2022","100,663,328","21,627,808"
"2:51:09.547 PM, Sep 25, 2022","100,663,328","42,599,328"
"2:51:10.548 PM, Sep 25, 2022","100,663,328","42,599,328"
"2:51:11.548 PM, Sep 25, 2022","100,663,328","42,599,328"
"2:51:12.548 PM, Sep 25, 2022","100,663,328","42,599,328"
"2:51:13.549 PM, Sep 25, 2022","100,663,328","42,599,328"
"2:51:14.549 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:15.549 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:16.549 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:17.549 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:18.550 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:19.550 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:20.550 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:21.550 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:22.551 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:23.551 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:24.551 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:25.552 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:26.552 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:27.552 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:28.553 PM, Sep 25, 2022","100,663,328","21,628,008"
"2:51:29.553 PM, Sep 25, 2022","100,663,328","42,599,528"
"2:51:30.553 PM, Sep 25, 2022","100,663,328","42,599,528"
"2:51:31.553 PM, Sep 25, 2022","100,663,328","42,599,528"
"2:51:32.554 PM, Sep 25, 2022","100,663,328","42,599,528"
"2:51:33.554 PM, Sep 25, 2022","100,663,328","42,599,528"
"2:51:34.554 PM, Sep 25, 2022","100,663,328","42,599,528"
"2:51:35.555 PM, Sep 25, 2022","100,663,328","42,599,528"
"2:51:36.555 PM, Sep 25, 2022","100,663,328","21,630,224"
"2:51:37.555 PM, Sep 25, 2022","100,663,328","21,630,224"
"2:51:38.556 PM, Sep 25, 2022","100,663,328","21,630,224"
"2:51:39.556 PM, Sep 25, 2022","100,663,328","21,630,224"
"2:51:40.556 PM, Sep 25, 2022","100,663,328","21,630,224"
"2:51:41.556 PM, Sep 25, 2022","100,663,328","21,630,224"
"2:51:42.557 PM, Sep 25, 2022","100,663,328","21,630,224"
"2:51:43.557 PM, Sep 25, 2022","100,663,328","21,630,224"
"2:51:44.557 PM, Sep 25, 2022","100,663,328","21,630,224"
"2:51:45.557 PM, Sep 25, 2022","100,663,328","21,630,224"
"2:51:46.558 PM, Sep 25, 2022","100,663,328","21,630,224"
"2:51:47.558 PM, Sep 25, 2022","100,663,328","21,630,224"
"2:51:48.559 PM, Sep 25, 2022","100,663,328","21,630,224"
"2:51:49.559 PM, Sep 25, 2022","281,018,400","109,791,584"
"2:51:50.559 PM, Sep 25, 2022","281,018,400","151,040,912"
"2:51:51.559 PM, Sep 25, 2022","281,018,400","151,040,912"
"2:51:52.560 PM, Sep 25, 2022","281,018,400","151,040,912"
"2:51:53.560 PM, Sep 25, 2022","281,018,400","151,040,912"
"2:51:54.560 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:51:55.561 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:51:56.561 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:51:57.561 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:51:58.562 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:51:59.562 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:00.562 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:01.562 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:02.563 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:03.563 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:04.563 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:05.563 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:06.564 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:07.564 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:08.564 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:09.565 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:10.565 PM, Sep 25, 2022","314,572,832","162,704,256"
"2:52:11.565 PM, Sep 25, 2022","314,572,832","162,704,256"
"2:52:12.565 PM, Sep 25, 2022","314,572,832","162,704,256"
"2:52:13.566 PM, Sep 25, 2022","314,572,832","162,704,256"
"2:52:14.566 PM, Sep 25, 2022","314,572,832","162,704,256"
"2:52:15.566 PM, Sep 25, 2022","314,572,832","162,704,256"
"2:52:16.567 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:17.567 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:18.567 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:19.567 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:20.568 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:21.568 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:22.568 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:23.569 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:24.569 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:25.569 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:26.569 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:27.570 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:28.570 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:29.570 PM, Sep 25, 2022","142,606,368","21,630,224"
"2:52:30.571 PM, Sep 25, 2022","427,819,040","204,832,192"
"2:52:31.571 PM, Sep 25, 2022","427,819,040","204,832,192"
"2:52:32.571 PM, Sep 25, 2022","427,819,040","204,832,192"
"2:52:33.571 PM, Sep 25, 2022","427,819,040","204,832,192"
"2:52:34.572 PM, Sep 25, 2022","427,819,040","204,832,192"
"2:52:35.572 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:36.572 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:37.573 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:38.573 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:39.573 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:40.573 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:41.574 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:42.574 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:43.574 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:44.575 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:45.575 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:46.575 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:47.575 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:48.576 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:49.576 PM, Sep 25, 2022","155,189,280","21,630,848"
"2:52:50.576 PM, Sep 25, 2022","155,189,280","73,072,168"
"2:52:51.576 PM, Sep 25, 2022","322,961,440","94,025,168"
"2:52:52.577 PM, Sep 25, 2022","322,961,440","94,025,168"
"2:52:53.577 PM, Sep 25, 2022","322,961,440","94,025,168"
"2:52:54.577 PM, Sep 25, 2022","322,961,440","94,025,168"
"2:52:55.577 PM, Sep 25, 2022","322,961,440","94,025,168"
"2:52:56.578 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:52:57.578 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:52:58.578 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:52:59.579 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:53:00.579 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:53:01.579 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:53:02.580 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:53:03.580 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:53:04.580 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:53:05.580 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:53:06.581 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:53:07.581 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:53:08.581 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:53:09.581 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:53:10.582 PM, Sep 25, 2022","155,189,280","21,630,928"
"2:53:11.582 PM, Sep 25, 2022","167,772,192","93,137,504"
"2:53:12.582 PM, Sep 25, 2022","167,772,192","93,137,504"
"2:53:13.583 PM, Sep 25, 2022","167,772,192","93,137,504"
"2:53:14.583 PM, Sep 25, 2022","167,772,192","93,137,504"
"2:53:15.583 PM, Sep 25, 2022","167,772,192","93,137,504"
"2:53:16.583 PM, Sep 25, 2022","167,772,192","93,137,504"
"2:53:17.584 PM, Sep 25, 2022","167,772,192","93,137,504"
"2:53:18.584 PM, Sep 25, 2022","113,246,240","21,631,000"
"2:53:19.584 PM, Sep 25, 2022","113,246,240","21,631,000"
"2:53:20.585 PM, Sep 25, 2022","113,246,240","21,631,000"
"2:53:21.585 PM, Sep 25, 2022","113,246,240","21,631,000"
"2:53:22.585 PM, Sep 25, 2022","113,246,240","21,631,000"
"2:53:23.585 PM, Sep 25, 2022","113,246,240","21,631,000"
"2:53:24.586 PM, Sep 25, 2022","113,246,240","21,631,000"
"2:53:25.586 PM, Sep 25, 2022","113,246,240","21,631,000"
"2:53:26.586 PM, Sep 25, 2022","113,246,240","21,631,000"
"2:53:27.587 PM, Sep 25, 2022","113,246,240","21,631,000"
"2:53:28.587 PM, Sep 25, 2022","113,246,240","21,631,000"
"2:53:29.587 PM, Sep 25, 2022","113,246,240","21,631,000"
"2:53:30.587 PM, Sep 25, 2022","113,246,240","21,631,000"
"2:53:31.588 PM, Sep 25, 2022","318,767,136","116,235,048"
"2:53:32.588 PM, Sep 25, 2022","318,767,136","116,235,048"
"2:53:33.588 PM, Sep 25, 2022","318,767,136","116,235,048"
"2:53:34.589 PM, Sep 25, 2022","318,767,136","116,235,048"
"2:53:35.589 PM, Sep 25, 2022","318,767,136","116,235,048"
"2:53:36.589 PM, Sep 25, 2022","318,767,136","116,235,048"
"2:53:37.590 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:38.590 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:39.590 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:40.591 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:41.591 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:42.591 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:43.591 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:44.592 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:45.592 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:46.592 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:47.592 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:48.593 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:49.593 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:50.593 PM, Sep 25, 2022","155,189,280","21,631,000"
"2:53:51.594 PM, Sep 25, 2022","155,189,280","25,825,304"
"2:53:52.594 PM, Sep 25, 2022","155,189,280","25,825,304"
"2:53:53.594 PM, Sep 25, 2022","155,189,280","25,825,304"
"2:53:54.595 PM, Sep 25, 2022","155,189,280","25,825,304"
"2:53:55.595 PM, Sep 25, 2022","155,189,280","25,825,304"
"2:53:56.595 PM, Sep 25, 2022","155,189,280","25,825,304"
"2:53:57.596 PM, Sep 25, 2022","155,189,280","25,825,304"
"2:53:58.596 PM, Sep 25, 2022","58,720,288","9,164,536"
"2:53:59.596 PM, Sep 25, 2022","58,720,288","9,164,536"
"2:54:00.596 PM, Sep 25, 2022","58,720,288","9,164,536"
"2:54:01.597 PM, Sep 25, 2022","58,720,288","9,164,536"
"2:54:02.597 PM, Sep 25, 2022","58,720,288","9,164,536"
"2:54:03.597 PM, Sep 25, 2022","58,720,288","9,164,536"
"2:54:04.598 PM, Sep 25, 2022","58,720,288","9,164,536"
"2:54:05.598 PM, Sep 25, 2022","58,720,288","9,164,536"
"2:54:06.598 PM, Sep 25, 2022","58,720,288","9,164,536"
"2:54:07.598 PM, Sep 25, 2022","58,720,288","9,164,536"
"2:54:08.599 PM, Sep 25, 2022","58,720,288","9,164,536"
"2:54:09.599 PM, Sep 25, 2022","58,720,288","9,164,536"
"2:54:10.599 PM, Sep 25, 2022","58,720,288","9,164,536"
"2:54:11.599 PM, Sep 25, 2022","58,720,288","13,358,840"
"2:54:12.600 PM, Sep 25, 2022","58,720,288","13,358,840"
"2:54:13.600 PM, Sep 25, 2022","58,720,288","13,358,840"
"2:54:14.600 PM, Sep 25, 2022","58,720,288","13,358,840"
"2:54:15.601 PM, Sep 25, 2022","58,720,288","13,358,840"
"2:54:16.601 PM, Sep 25, 2022","58,720,288","13,358,840"
"2:54:17.601 PM, Sep 25, 2022","58,720,288","13,358,840"
"2:54:18.601 PM, Sep 25, 2022","58,720,288","9,164,880"
"2:54:19.602 PM, Sep 25, 2022","58,720,288","9,164,880"
"2:54:20.602 PM, Sep 25, 2022","58,720,288","9,164,880"
"2:54:21.602 PM, Sep 25, 2022","58,720,288","9,164,880"
"2:54:22.603 PM, Sep 25, 2022","58,720,288","9,164,880"
"2:54:23.603 PM, Sep 25, 2022","58,720,288","9,164,880"
"2:54:24.603 PM, Sep 25, 2022","58,720,288","9,164,880"
"2:54:25.603 PM, Sep 25, 2022","58,720,288","9,164,880"
"2:54:26.604 PM, Sep 25, 2022","58,720,288","9,164,880"
"2:54:27.604 PM, Sep 25, 2022","58,720,288","9,164,880"
"2:54:28.604 PM, Sep 25, 2022","58,720,288","9,164,880"
"2:54:29.604 PM, Sep 25, 2022","58,720,288","9,164,880"
"2:54:30.605 PM, Sep 25, 2022","58,720,288","9,164,880"
"2:54:31.605 PM, Sep 25, 2022","58,720,288","13,359,184"
"2:54:32.605 PM, Sep 25, 2022","58,720,288","13,359,184"
"2:54:33.606 PM, Sep 25, 2022","58,720,288","13,359,184"
"2:54:34.606 PM, Sep 25, 2022","58,720,288","13,359,184"
"2:54:35.606 PM, Sep 25, 2022","58,720,288","13,359,184"
"2:54:36.607 PM, Sep 25, 2022","58,720,288","13,359,184"
"2:54:37.607 PM, Sep 25, 2022","58,720,288","13,359,184"
"2:54:38.607 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:39.607 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:40.608 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:41.608 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:42.608 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:43.608 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:44.609 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:45.609 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:46.609 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:47.609 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:48.610 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:49.610 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:50.610 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:51.611 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:52.611 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:53.611 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:54.611 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:55.612 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:56.612 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:57.612 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:58.613 PM, Sep 25, 2022","58,720,288","9,174,256"
"2:54:59.613 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:00.613 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:01.613 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:02.614 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:03.614 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:04.614 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:05.615 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:06.615 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:07.615 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:08.616 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:09.616 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:10.616 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:11.616 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:12.617 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:13.617 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:14.617 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:15.618 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:16.618 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:17.618 PM, Sep 25, 2022","58,720,288","9,174,264"
"2:55:18.618 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:19.619 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:20.619 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:21.619 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:22.620 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:23.620 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:24.620 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:25.620 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:26.621 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:27.621 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:28.621 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:29.622 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:30.622 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:31.622 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:32.622 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:33.623 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:34.623 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:35.623 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:36.624 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:37.624 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:38.624 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:39.625 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:40.625 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:41.625 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:42.625 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:43.626 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:44.626 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:45.626 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:46.627 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:47.627 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:48.627 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:49.627 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:50.628 PM, Sep 25, 2022","58,720,288","9,174,720"
"2:55:51.628 PM, Sep 25, 2022","58,720,288","13,910,928"
"2:55:52.628 PM, Sep 25, 2022","58,720,288","13,910,928"
"2:55:53.629 PM, Sep 25, 2022","58,720,288","13,910,928"
"2:55:54.629 PM, Sep 25, 2022","159,383,584","9,221,448"
"2:55:55.629 PM, Sep 25, 2022","159,383,584","9,221,448"
"2:55:56.630 PM, Sep 25, 2022","159,383,584","9,221,448"
"2:55:57.633 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:55:58.633 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:55:59.634 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:56:00.634 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:56:01.635 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:56:02.635 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:56:03.635 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:56:04.636 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:56:05.636 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:56:06.636 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:56:07.637 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:56:08.637 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:56:09.638 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:56:10.638 PM, Sep 25, 2022","71,303,200","9,174,720"
"2:56:11.638 PM, Sep 25, 2022","71,303,200","18,099,920"
"2:56:12.638 PM, Sep 25, 2022","71,303,200","18,099,920"
"2:56:13.639 PM, Sep 25, 2022","71,303,200","18,099,920"
"2:56:14.639 PM, Sep 25, 2022","71,303,200","18,099,920"
"2:56:15.639 PM, Sep 25, 2022","71,303,200","18,099,920"
"2:56:16.639 PM, Sep 25, 2022","71,303,200","18,099,920"
"2:56:17.639 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:18.640 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:19.640 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:20.640 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:21.640 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:22.640 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:23.641 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:24.641 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:25.641 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:26.641 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:27.642 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:28.642 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:29.642 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:30.642 PM, Sep 25, 2022","58,720,288","9,192,864"
"2:56:31.643 PM, Sep 25, 2022","58,720,288","13,907,864"
"2:56:32.643 PM, Sep 25, 2022","58,720,288","18,102,168"
"2:56:33.643 PM, Sep 25, 2022","58,720,288","18,102,168"
"2:56:34.643 PM, Sep 25, 2022","58,720,288","18,102,168"
"2:56:35.644 PM, Sep 25, 2022","58,720,288","18,102,168"
"2:56:36.644 PM, Sep 25, 2022","58,720,288","18,102,168"
"2:56:37.644 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:38.644 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:39.644 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:40.645 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:41.645 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:42.645 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:43.645 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:44.645 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:45.646 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:46.646 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:47.646 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:48.646 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:49.647 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:50.647 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:51.647 PM, Sep 25, 2022","58,720,288","13,387,768"
"2:56:52.647 PM, Sep 25, 2022","58,720,288","13,387,768"
"2:56:53.648 PM, Sep 25, 2022","58,720,288","13,387,768"
"2:56:54.648 PM, Sep 25, 2022","58,720,288","13,387,768"
"2:56:55.648 PM, Sep 25, 2022","58,720,288","13,387,768"
"2:56:56.648 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:57.648 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:58.648 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:56:59.649 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:00.649 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:01.649 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:02.649 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:03.650 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:04.650 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:05.650 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:06.650 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:07.651 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:08.651 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:09.651 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:10.651 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:11.651 PM, Sep 25, 2022","58,720,288","13,387,768"
"2:57:12.652 PM, Sep 25, 2022","58,720,288","13,387,768"
"2:57:13.652 PM, Sep 25, 2022","58,720,288","13,387,768"
"2:57:14.652 PM, Sep 25, 2022","58,720,288","13,387,768"
"2:57:15.652 PM, Sep 25, 2022","58,720,288","13,387,768"
"2:57:16.652 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:17.652 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:18.653 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:19.653 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:20.653 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:21.653 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:22.653 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:23.654 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:24.654 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:25.654 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:26.654 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:27.654 PM, Sep 25, 2022","58,720,288","9,193,464"
"2:57:28.655 PM, Sep 25, 2022","58,720,288","9,193,464"
